Designator,Footprint,Layer,Center-X(mm),Center-Y(mm),Ref-X(mm),Ref-Y(mm),Pad-X(mm),Pad-Y(mm),Rotation
D6_PostIsolation5_Drive1,1N4148,TopLayer,203.8721mm,164.5155mm,203.8721mm,164.5155mm,205.6501mm,164.5155mm,180
D6_PostIsolation5_Drive2,1N4148,TopLayer,198.4107mm,164.5155mm,198.4107mm,164.5155mm,200.1887mm,164.5155mm,180
D6_PostIsolation5_Drive3,1N4148,TopLayer,192.9493mm,164.5155mm,192.9493mm,164.5155mm,194.7273mm,164.5155mm,180
D6_PostIsolation5_Drive4,1N4148,TopLayer,187.4879mm,164.5155mm,187.4879mm,164.5155mm,189.2659mm,164.5155mm,180
D6_PostIsolation6_Drive1,1N4148,TopLayer,182.0265mm,164.5155mm,182.0265mm,164.5155mm,183.8045mm,164.5155mm,180
D6_PostIsolation6_Drive2,1N4148,TopLayer,176.5651mm,164.5155mm,176.5651mm,164.5155mm,178.3431mm,164.5155mm,180
D6_PostIsolation6_Drive3,1N4148,TopLayer,171.1037mm,164.5155mm,171.1037mm,164.5155mm,172.8817mm,164.5155mm,180
D6_PostIsolation6_Drive4,1N4148,TopLayer,165.6423mm,164.5155mm,165.6423mm,164.5155mm,167.4203mm,164.5155mm,180
D6_PostIsolation7_Drive1,1N4148,TopLayer,160.1810mm,164.5155mm,160.1810mm,164.5155mm,161.9590mm,164.5155mm,180
D6_PostIsolation7_Drive2,1N4148,TopLayer,154.7196mm,164.5155mm,154.7196mm,164.5155mm,156.4976mm,164.5155mm,180
D6_PostIsolation7_Drive3,1N4148,TopLayer,149.2582mm,164.5155mm,149.2582mm,164.5155mm,151.0362mm,164.5155mm,180
D6_PostIsolation7_Drive4,1N4148,TopLayer,143.7968mm,164.5155mm,143.7968mm,164.5155mm,145.5748mm,164.5155mm,180
D6_PostIsolation8_Drive1,1N4148,TopLayer,138.3354mm,164.5155mm,138.3354mm,164.5155mm,140.1134mm,164.5155mm,180
D6_PostIsolation8_Drive2,1N4148,TopLayer,132.8740mm,164.5155mm,132.8740mm,164.5155mm,134.6520mm,164.5155mm,180
D6_PostIsolation8_Drive3,1N4148,TopLayer,127.4126mm,164.5155mm,127.4126mm,164.5155mm,129.1906mm,164.5155mm,180
D6_PostIsolation8_Drive4,1N4148,TopLayer,121.9513mm,164.5155mm,121.9513mm,164.5155mm,123.7293mm,164.5155mm,180
D6_PostIsolation9_Drive1,1N4148,TopLayer,116.4899mm,164.5155mm,116.4899mm,164.5155mm,118.2679mm,164.5155mm,180
D6_PostIsolation9_Drive2,1N4148,TopLayer,111.0285mm,164.5155mm,111.0285mm,164.5155mm,112.8065mm,164.5155mm,180
D6_PostIsolation9_Drive3,1N4148,TopLayer,105.5671mm,164.5155mm,105.5671mm,164.5155mm,107.3451mm,164.5155mm,180
D6_PostIsolation9_Drive4,1N4148,TopLayer,100.1057mm,164.5155mm,100.1057mm,164.5155mm,101.8837mm,164.5155mm,180
D7,SS34,TopLayer,300.6333mm,158.8502mm,300.6333mm,158.8502mm,299.2083mm,158.8502mm,0
D8,LED0603,TopLayer,301.9093mm,130.3210mm,301.9093mm,130.3210mm,301.2093mm,130.3210mm,0
D9,LED0603,TopLayer,301.9093mm,125.9261mm,301.9093mm,125.9261mm,301.2093mm,125.9261mm,0
L1,FXL0624,TopLayer,285.4452mm,108.5766mm,285.4452mm,108.5766mm,285.4452mm,105.6766mm,90
LED1,LED0603,TopLayer,301.9093mm,116.8906mm,301.9093mm,116.8906mm,302.6093mm,116.8906mm,180
LED2,LED0603,TopLayer,301.9093mm,109.4237mm,301.9093mm,109.4237mm,301.2093mm,109.4237mm,0
Q3_PostIsolation1_Drive1,BSS131H6327XTSA1,BottomLayer,291.7406mm,146.2495mm,291.7406mm,146.2495mm,291.7406mm,147.3495mm,90
Q3_PostIsolation1_Drive2,BSS131H6327XTSA1,BottomLayer,286.2794mm,146.2462mm,286.2794mm,146.2462mm,286.2794mm,147.3462mm,90
Q3_PostIsolation1_Drive3,BSS131H6327XTSA1,BottomLayer,280.8147mm,146.2462mm,280.8147mm,146.2462mm,280.8147mm,147.3462mm,90
Q3_PostIsolation1_Drive4,BSS131H6327XTSA1,BottomLayer,275.3593mm,146.2462mm,275.3593mm,146.2462mm,275.3593mm,147.3462mm,90
Q3_PostIsolation10_Drive1,BSS131H6327XTSA1,BottomLayer,95.1308mm,146.2462mm,95.1308mm,146.2462mm,95.1308mm,147.3462mm,90
Q3_PostIsolation10_Drive2,BSS131H6327XTSA1,BottomLayer,89.6695mm,146.2462mm,89.6695mm,146.2462mm,89.6695mm,147.3462mm,90
Q3_PostIsolation10_Drive3,BSS131H6327XTSA1,BottomLayer,84.2081mm,146.2462mm,84.2081mm,146.2462mm,84.2081mm,147.3462mm,90
Q3_PostIsolation10_Drive4,BSS131H6327XTSA1,BottomLayer,78.7467mm,146.2462mm,78.7467mm,146.2462mm,78.7467mm,147.3462mm,90
Q3_PostIsolation11_Drive1,BSS131H6327XTSA1,BottomLayer,73.2853mm,146.2462mm,73.2853mm,146.2462mm,73.2853mm,147.3462mm,90
Q3_PostIsolation11_Drive2,BSS131H6327XTSA1,BottomLayer,67.8239mm,146.2462mm,67.8239mm,146.2462mm,67.8239mm,147.3462mm,90
Q3_PostIsolation11_Drive3,BSS131H6327XTSA1,BottomLayer,62.3625mm,146.2462mm,62.3625mm,146.2462mm,62.3625mm,147.3462mm,90
Q3_PostIsolation11_Drive4,BSS131H6327XTSA1,BottomLayer,56.9011mm,146.2462mm,56.9011mm,146.2462mm,56.9011mm,147.3462mm,90
Q3_PostIsolation12_Drive1,BSS131H6327XTSA1,BottomLayer,51.4397mm,146.2462mm,51.4397mm,146.2462mm,51.4397mm,147.3462mm,90
Q3_PostIsolation12_Drive2,BSS131H6327XTSA1,BottomLayer,45.9784mm,146.2462mm,45.9784mm,146.2462mm,45.9784mm,147.3462mm,90
Q3_PostIsolation12_Drive3,BSS131H6327XTSA1,BottomLayer,40.5170mm,146.2462mm,40.5170mm,146.2462mm,40.5170mm,147.3462mm,90
Q3_PostIsolation12_Drive4,BSS131H6327XTSA1,BottomLayer,35.0556mm,146.2462mm,35.0556mm,146.2462mm,35.0556mm,147.3462mm,90
Q3_PostIsolation2_Drive1,BSS131H6327XTSA1,BottomLayer,269.8952mm,146.2462mm,269.8952mm,146.2462mm,269.8952mm,147.3462mm,90
Q3_PostIsolation2_Drive2,BSS131H6327XTSA1,BottomLayer,264.4338mm,146.2462mm,264.4338mm,146.2462mm,264.4338mm,147.3462mm,90
Q3_PostIsolation2_Drive3,BSS131H6327XTSA1,BottomLayer,258.9724mm,146.2462mm,258.9724mm,146.2462mm,258.9724mm,147.3462mm,90
Q3_PostIsolation2_Drive4,BSS131H6327XTSA1,BottomLayer,253.5110mm,146.2462mm,253.5110mm,146.2462mm,253.5110mm,147.3462mm,90
Q3_PostIsolation3_Drive1,BSS131H6327XTSA1,BottomLayer,248.0497mm,146.2462mm,248.0497mm,146.2462mm,248.0497mm,147.3462mm,90
Q3_PostIsolation3_Drive2,BSS131H6327XTSA1,BottomLayer,242.5883mm,146.2462mm,242.5883mm,146.2462mm,242.5883mm,147.3462mm,90
Q3_PostIsolation3_Drive3,BSS131H6327XTSA1,BottomLayer,237.1269mm,146.2462mm,237.1269mm,146.2462mm,237.1269mm,147.3462mm,90
Q3_PostIsolation3_Drive4,BSS131H6327XTSA1,BottomLayer,231.6655mm,146.2462mm,231.6655mm,146.2462mm,231.6655mm,147.3462mm,90
Q3_PostIsolation4_Drive1,BSS131H6327XTSA1,BottomLayer,226.2041mm,146.2428mm,226.2041mm,146.2428mm,226.2041mm,147.3428mm,90
Q3_PostIsolation4_Drive2,BSS131H6327XTSA1,BottomLayer,220.7427mm,146.2462mm,220.7427mm,146.2462mm,220.7427mm,147.3462mm,90
Q3_PostIsolation4_Drive3,BSS131H6327XTSA1,BottomLayer,215.2813mm,146.2462mm,215.2813mm,146.2462mm,215.2813mm,147.3462mm,90
Q3_PostIsolation4_Drive4,BSS131H6327XTSA1,BottomLayer,209.8200mm,146.2575mm,209.8200mm,146.2575mm,209.8200mm,147.3575mm,90
Q3_PostIsolation5_Drive1,BSS131H6327XTSA1,BottomLayer,204.3586mm,146.2462mm,204.3586mm,146.2462mm,204.3586mm,147.3462mm,90
Q3_PostIsolation5_Drive2,BSS131H6327XTSA1,BottomLayer,198.8972mm,146.2462mm,198.8972mm,146.2462mm,198.8972mm,147.3462mm,90
Q3_PostIsolation5_Drive3,BSS131H6327XTSA1,BottomLayer,193.4358mm,146.2462mm,193.4358mm,146.2462mm,193.4358mm,147.3462mm,90
Q3_PostIsolation5_Drive4,BSS131H6327XTSA1,BottomLayer,187.9744mm,146.2462mm,187.9744mm,146.2462mm,187.9744mm,147.3462mm,90
Q3_PostIsolation6_Drive1,BSS131H6327XTSA1,BottomLayer,182.5130mm,146.2462mm,182.5130mm,146.2462mm,182.5130mm,147.3462mm,90
Q3_PostIsolation6_Drive2,BSS131H6327XTSA1,BottomLayer,177.0516mm,146.2462mm,177.0516mm,146.2462mm,177.0516mm,147.3462mm,90
Q3_PostIsolation6_Drive3,BSS131H6327XTSA1,BottomLayer,171.5903mm,146.2462mm,171.5903mm,146.2462mm,171.5903mm,147.3462mm,90
Q3_PostIsolation6_Drive4,BSS131H6327XTSA1,BottomLayer,166.1289mm,146.2462mm,166.1289mm,146.2462mm,166.1289mm,147.3462mm,90
Q3_PostIsolation7_Drive1,BSS131H6327XTSA1,BottomLayer,160.6675mm,146.2462mm,160.6675mm,146.2462mm,160.6675mm,147.3462mm,90
Q3_PostIsolation7_Drive2,BSS131H6327XTSA1,BottomLayer,155.2061mm,146.2462mm,155.2061mm,146.2462mm,155.2061mm,147.3462mm,90
Q3_PostIsolation7_Drive3,BSS131H6327XTSA1,BottomLayer,149.7447mm,146.2462mm,149.7447mm,146.2462mm,149.7447mm,147.3462mm,90
Q3_PostIsolation7_Drive4,BSS131H6327XTSA1,BottomLayer,144.2833mm,146.2462mm,144.2833mm,146.2462mm,144.2833mm,147.3462mm,90
Q3_PostIsolation8_Drive1,BSS131H6327XTSA1,BottomLayer,138.8219mm,146.2462mm,138.8219mm,146.2462mm,138.8219mm,147.3462mm,90
Q3_PostIsolation8_Drive2,BSS131H6327XTSA1,BottomLayer,133.3605mm,146.2462mm,133.3605mm,146.2462mm,133.3605mm,147.3462mm,90
Q3_PostIsolation8_Drive3,BSS131H6327XTSA1,BottomLayer,127.8992mm,146.2462mm,127.8992mm,146.2462mm,127.8992mm,147.3462mm,90
Q3_PostIsolation8_Drive4,BSS131H6327XTSA1,BottomLayer,122.4378mm,146.2462mm,122.4378mm,146.2462mm,122.4378mm,147.3462mm,90
Q3_PostIsolation9_Drive1,BSS131H6327XTSA1,BottomLayer,116.9764mm,146.2462mm,116.9764mm,146.2462mm,116.9764mm,147.3462mm,90
Q3_PostIsolation9_Drive2,BSS131H6327XTSA1,BottomLayer,111.5150mm,146.2462mm,111.5150mm,146.2462mm,111.5150mm,147.3462mm,90
Q3_PostIsolation9_Drive3,BSS131H6327XTSA1,BottomLayer,106.0536mm,146.2462mm,106.0536mm,146.2462mm,106.0536mm,147.3462mm,90
Q3_PostIsolation9_Drive4,BSS131H6327XTSA1,BottomLayer,100.5922mm,146.2462mm,100.5922mm,146.2462mm,100.5922mm,147.3462mm,90
Q4,WSD30L40DN,TopLayer,298.5198mm,115.8463mm,298.5198mm,115.8463mm,299.9648mm,116.1713mm,270
Q5,2N7002,TopLayer,298.2763mm,112.0740mm,298.2763mm,112.0740mm,297.1763mm,112.0740mm,180
Q6,AO3400A,TopLayer,289.3779mm,91.5653mm,289.3779mm,91.5653mm,288.2779mm,92.5153mm,0
R1,R0402,TopLayer,169.6692mm,92.4182mm,169.6692mm,92.4182mm,170.0692mm,92.4182mm,180
R10,R0402,TopLayer,176.4105mm,81.9883mm,176.4105mm,81.9883mm,176.4105mm,82.3883mm,270
R11,R0402,TopLayer,178.1461mm,81.9883mm,178.1461mm,81.9883mm,178.1461mm,82.3883mm,270
R12,R0402,TopLayer,179.8818mm,81.9883mm,179.8818mm,81.9883mm,179.8818mm,82.3883mm,270
R13,R0402,BottomLayer,230.1883mm,82.9078mm,230.1883mm,82.9078mm,230.1883mm,82.5078mm,90
R14_PostIsolation1_Isolation1,R0603,BottomLayer,281.9943mm,128.5202mm,281.9952mm,128.5202mm,281.9943mm,127.8202mm,90
R14_PostIsolation10_Isolation10,R0603,BottomLayer,85.3843mm,128.5202mm,85.3851mm,128.5202mm,85.3843mm,127.8202mm,90
R14_PostIsolation11_Isolation11,R0603,BottomLayer,63.5387mm,128.5202mm,63.5396mm,128.5202mm,63.5387mm,127.8202mm,90
R14_PostIsolation12_Isolation12,R0603,BottomLayer,41.6932mm,128.5202mm,41.6941mm,128.5202mm,41.6932mm,127.8202mm,90
R14_PostIsolation2_Isolation2,R0603,BottomLayer,260.1472mm,128.5207mm,260.1481mm,128.5207mm,260.1472mm,127.8207mm,90
R14_PostIsolation3_Isolation3,R0603,BottomLayer,238.3017mm,128.5207mm,238.3026mm,128.5207mm,238.3017mm,127.8207mm,90
R14_PostIsolation4_Isolation4,R0603,BottomLayer,216.4575mm,128.5315mm,216.4584mm,128.5315mm,216.4575mm,127.8315mm,90
R14_PostIsolation5_Isolation5,R0603,BottomLayer,194.6120mm,128.5202mm,194.6129mm,128.5202mm,194.6120mm,127.8202mm,90
R14_PostIsolation6_Isolation6,R0603,BottomLayer,172.7664mm,128.5202mm,172.7673mm,128.5202mm,172.7664mm,127.8202mm,90
R14_PostIsolation7_Isolation7,R0603,BottomLayer,150.9209mm,128.5202mm,150.9218mm,128.5202mm,150.9209mm,127.8202mm,90
R14_PostIsolation8_Isolation8,R0603,BottomLayer,129.0753mm,128.5202mm,129.0762mm,128.5202mm,129.0753mm,127.8202mm,90
R14_PostIsolation9_Isolation9,R0603,BottomLayer,107.2298mm,128.5202mm,107.2307mm,128.5202mm,107.2298mm,127.8202mm,90
R15_PostIsolation1_Isolation1,R0603,BottomLayer,279.1033mm,128.5202mm,279.1042mm,128.5202mm,279.1033mm,127.8202mm,90
R15_PostIsolation10_Isolation10,R0603,BottomLayer,82.4933mm,128.5202mm,82.4942mm,128.5202mm,82.4933mm,127.8202mm,90
R15_PostIsolation11_Isolation11,R0603,BottomLayer,60.6477mm,128.5202mm,60.6486mm,128.5202mm,60.6477mm,127.8202mm,90
R15_PostIsolation12_Isolation12,R0603,BottomLayer,38.8022mm,128.5202mm,38.8031mm,128.5202mm,38.8022mm,127.8202mm,90
R15_PostIsolation2_Isolation2,R0603,BottomLayer,257.2562mm,128.5207mm,257.2571mm,128.5207mm,257.2562mm,127.8207mm,90
R15_PostIsolation3_Isolation3,R0603,BottomLayer,235.4107mm,128.5207mm,235.4116mm,128.5207mm,235.4107mm,127.8207mm,90
R15_PostIsolation4_Isolation4,R0603,BottomLayer,213.5665mm,128.5315mm,213.5674mm,128.5315mm,213.5665mm,127.8315mm,90
R15_PostIsolation5_Isolation5,R0603,BottomLayer,191.7210mm,128.5202mm,191.7219mm,128.5202mm,191.7210mm,127.8202mm,90
R15_PostIsolation6_Isolation6,R0603,BottomLayer,169.8754mm,128.5202mm,169.8763mm,128.5202mm,169.8754mm,127.8202mm,90
R15_PostIsolation7_Isolation7,R0603,BottomLayer,148.0299mm,128.5202mm,148.0308mm,128.5202mm,148.0299mm,127.8202mm,90
R15_PostIsolation8_Isolation8,R0603,BottomLayer,126.1843mm,128.5202mm,126.1852mm,128.5202mm,126.1843mm,127.8202mm,90
R15_PostIsolation9_Isolation9,R0603,BottomLayer,104.3388mm,128.5202mm,104.3397mm,128.5202mm,104.3388mm,127.8202mm,90
R16_PostIsolation1_Isolation1,R0603,BottomLayer,276.2124mm,128.5202mm,276.2133mm,128.5202mm,276.2124mm,127.8202mm,90
R16_PostIsolation10_Isolation10,R0603,BottomLayer,79.6023mm,128.5202mm,79.6032mm,128.5202mm,79.6023mm,127.8202mm,90
R16_PostIsolation11_Isolation11,R0603,BottomLayer,57.7567mm,128.5202mm,57.7576mm,128.5202mm,57.7567mm,127.8202mm,90
R16_PostIsolation12_Isolation12,R0603,BottomLayer,35.9112mm,128.5202mm,35.9121mm,128.5202mm,35.9112mm,127.8202mm,90
R16_PostIsolation2_Isolation2,R0603,BottomLayer,254.3652mm,128.5207mm,254.3661mm,128.5207mm,254.3652mm,127.8207mm,90
R16_PostIsolation3_Isolation3,R0603,BottomLayer,232.5197mm,128.5207mm,232.5206mm,128.5207mm,232.5197mm,127.8207mm,90
R16_PostIsolation4_Isolation4,R0603,BottomLayer,210.6755mm,128.5315mm,210.6764mm,128.5315mm,210.6755mm,127.8315mm,90
R16_PostIsolation5_Isolation5,R0603,BottomLayer,188.8300mm,128.5202mm,188.8309mm,128.5202mm,188.8300mm,127.8202mm,90
R16_PostIsolation6_Isolation6,R0603,BottomLayer,166.9844mm,128.5202mm,166.9853mm,128.5202mm,166.9844mm,127.8202mm,90
R16_PostIsolation7_Isolation7,R0603,BottomLayer,145.1389mm,128.5202mm,145.1398mm,128.5202mm,145.1389mm,127.8202mm,90
R16_PostIsolation8_Isolation8,R0603,BottomLayer,123.2934mm,128.5202mm,123.2943mm,128.5202mm,123.2934mm,127.8202mm,90
R16_PostIsolation9_Isolation9,R0603,BottomLayer,101.4478mm,128.5202mm,101.4487mm,128.5202mm,101.4478mm,127.8202mm,90
R17_PostIsolation1_Isolation1,R0603,BottomLayer,273.3214mm,128.5202mm,273.3223mm,128.5202mm,273.3214mm,127.8202mm,90
R17_PostIsolation10_Isolation10,R0603,BottomLayer,76.7113mm,128.5202mm,76.7122mm,128.5202mm,76.7113mm,127.8202mm,90
R17_PostIsolation11_Isolation11,R0603,BottomLayer,54.8657mm,128.5202mm,54.8666mm,128.5202mm,54.8657mm,127.8202mm,90
R17_PostIsolation12_Isolation12,R0603,BottomLayer,33.0202mm,128.5202mm,33.0211mm,128.5202mm,33.0202mm,127.8202mm,90
R17_PostIsolation2_Isolation2,R0603,BottomLayer,251.4742mm,128.5207mm,251.4751mm,128.5207mm,251.4742mm,127.8207mm,90
R17_PostIsolation3_Isolation3,R0603,BottomLayer,229.6287mm,128.5207mm,229.6296mm,128.5207mm,229.6287mm,127.8207mm,90
R17_PostIsolation4_Isolation4,R0603,BottomLayer,207.7845mm,128.5315mm,207.7854mm,128.5315mm,207.7845mm,127.8315mm,90
R17_PostIsolation5_Isolation5,R0603,BottomLayer,185.9390mm,128.5202mm,185.9399mm,128.5202mm,185.9390mm,127.8202mm,90
R17_PostIsolation6_Isolation6,R0603,BottomLayer,164.0935mm,128.5202mm,164.0943mm,128.5202mm,164.0935mm,127.8202mm,90
R17_PostIsolation7_Isolation7,R0603,BottomLayer,142.2479mm,128.5202mm,142.2488mm,128.5202mm,142.2479mm,127.8202mm,90
R17_PostIsolation8_Isolation8,R0603,BottomLayer,120.4024mm,128.5202mm,120.4033mm,128.5202mm,120.4024mm,127.8202mm,90
R17_PostIsolation9_Isolation9,R0603,BottomLayer,98.5568mm,128.5202mm,98.5577mm,128.5202mm,98.5568mm,127.8202mm,90
R18_PostIsolation1_Isolation1,R0603,TopLayer,284.1492mm,128.5202mm,284.1483mm,128.5202mm,284.1492mm,127.8202mm,90
R18_PostIsolation10_Isolation10,R0603,TopLayer,87.5391mm,128.5202mm,87.5382mm,128.5202mm,87.5391mm,127.8202mm,90
R18_PostIsolation11_Isolation11,R0603,TopLayer,65.6936mm,128.5202mm,65.6927mm,128.5202mm,65.6936mm,127.8202mm,90
R18_PostIsolation12_Isolation12,R0603,TopLayer,43.8480mm,128.5202mm,43.8471mm,128.5202mm,43.8480mm,127.8202mm,90
R18_PostIsolation2_Isolation2,R0603,TopLayer,262.3020mm,128.5207mm,262.3012mm,128.5207mm,262.3020mm,127.8207mm,90
R18_PostIsolation3_Isolation3,R0603,TopLayer,240.4565mm,128.5207mm,240.4556mm,128.5207mm,240.4565mm,127.8207mm,90
R18_PostIsolation4_Isolation4,R0603,TopLayer,218.6124mm,128.5315mm,218.6115mm,128.5315mm,218.6124mm,127.8315mm,90
R18_PostIsolation5_Isolation5,R0603,TopLayer,196.7668mm,128.5202mm,196.7659mm,128.5202mm,196.7668mm,127.8202mm,90
R18_PostIsolation6_Isolation6,R0603,TopLayer,174.9213mm,128.5202mm,174.9204mm,128.5202mm,174.9213mm,127.8202mm,90
R18_PostIsolation7_Isolation7,R0603,TopLayer,153.0757mm,128.5202mm,153.0748mm,128.5202mm,153.0757mm,127.8202mm,90
R18_PostIsolation8_Isolation8,R0603,TopLayer,131.2302mm,128.5202mm,131.2293mm,128.5202mm,131.2302mm,127.8202mm,90
R18_PostIsolation9_Isolation9,R0603,TopLayer,109.3846mm,128.5202mm,109.3837mm,128.5202mm,109.3846mm,127.8202mm,90
R19_PostIsolation1_Isolation1,R0603,TopLayer,286.6463mm,128.5202mm,286.6454mm,128.5202mm,286.6463mm,127.8202mm,90
R19_PostIsolation10_Isolation10,R0603,TopLayer,90.0362mm,128.5202mm,90.0353mm,128.5202mm,90.0362mm,127.8202mm,90
R19_PostIsolation11_Isolation11,R0603,TopLayer,68.1907mm,128.5202mm,68.1898mm,128.5202mm,68.1907mm,127.8202mm,90
R19_PostIsolation12_Isolation12,R0603,TopLayer,46.3451mm,128.5202mm,46.3443mm,128.5202mm,46.3451mm,127.8202mm,90
R19_PostIsolation2_Isolation2,R0603,TopLayer,264.7992mm,128.5207mm,264.7983mm,128.5207mm,264.7992mm,127.8207mm,90
R19_PostIsolation3_Isolation3,R0603,TopLayer,242.9537mm,128.5207mm,242.9528mm,128.5207mm,242.9537mm,127.8207mm,90
R19_PostIsolation4_Isolation4,R0603,TopLayer,221.1095mm,128.5315mm,221.1086mm,128.5315mm,221.1095mm,127.8315mm,90
R19_PostIsolation5_Isolation5,R0603,TopLayer,199.2640mm,128.5202mm,199.2631mm,128.5202mm,199.2640mm,127.8202mm,90
R19_PostIsolation6_Isolation6,R0603,TopLayer,177.4184mm,128.5202mm,177.4175mm,128.5202mm,177.4184mm,127.8202mm,90
R19_PostIsolation7_Isolation7,R0603,TopLayer,155.5729mm,128.5202mm,155.5720mm,128.5202mm,155.5729mm,127.8202mm,90
R19_PostIsolation8_Isolation8,R0603,TopLayer,133.7273mm,128.5202mm,133.7264mm,128.5202mm,133.7273mm,127.8202mm,90
R19_PostIsolation9_Isolation9,R0603,TopLayer,111.8818mm,128.5202mm,111.8809mm,128.5202mm,111.8818mm,127.8202mm,90
R2,R0402,TopLayer,203.9058mm,88.0672mm,203.9058mm,88.0672mm,203.9058mm,87.6672mm,90
R20_PostIsolation1_Isolation1,R0603,TopLayer,289.1471mm,128.5202mm,289.1462mm,128.5202mm,289.1471mm,127.8202mm,90
R20_PostIsolation10_Isolation10,R0603,TopLayer,92.5370mm,128.5202mm,92.5361mm,128.5202mm,92.5370mm,127.8202mm,90
R20_PostIsolation11_Isolation11,R0603,TopLayer,70.6914mm,128.5202mm,70.6905mm,128.5202mm,70.6914mm,127.8202mm,90
R20_PostIsolation12_Isolation12,R0603,TopLayer,48.8459mm,128.5202mm,48.8450mm,128.5202mm,48.8459mm,127.8202mm,90
R20_PostIsolation2_Isolation2,R0603,TopLayer,267.2999mm,128.5207mm,267.2990mm,128.5207mm,267.2999mm,127.8207mm,90
R20_PostIsolation3_Isolation3,R0603,TopLayer,245.4544mm,128.5207mm,245.4535mm,128.5207mm,245.4544mm,127.8207mm,90
R20_PostIsolation4_Isolation4,R0603,TopLayer,223.6102mm,128.5315mm,223.6093mm,128.5315mm,223.6102mm,127.8315mm,90
R20_PostIsolation5_Isolation5,R0603,TopLayer,201.7647mm,128.5202mm,201.7638mm,128.5202mm,201.7647mm,127.8202mm,90
R20_PostIsolation6_Isolation6,R0603,TopLayer,179.9191mm,128.5202mm,179.9183mm,128.5202mm,179.9191mm,127.8202mm,90
R20_PostIsolation7_Isolation7,R0603,TopLayer,158.0736mm,128.5202mm,158.0727mm,128.5202mm,158.0736mm,127.8202mm,90
R20_PostIsolation8_Isolation8,R0603,TopLayer,136.2281mm,128.5202mm,136.2272mm,128.5202mm,136.2281mm,127.8202mm,90
R20_PostIsolation9_Isolation9,R0603,TopLayer,114.3825mm,128.5202mm,114.3816mm,128.5202mm,114.3825mm,127.8202mm,90
R21_PostIsolation1_Isolation1,R0603,TopLayer,291.6460mm,128.5202mm,291.6451mm,128.5202mm,291.6460mm,127.8202mm,90
R21_PostIsolation10_Isolation10,R0603,TopLayer,95.0359mm,128.5202mm,95.0350mm,128.5202mm,95.0359mm,127.8202mm,90
R21_PostIsolation11_Isolation11,R0603,TopLayer,73.1904mm,128.5202mm,73.1895mm,128.5202mm,73.1904mm,127.8202mm,90
R21_PostIsolation12_Isolation12,R0603,TopLayer,51.3448mm,128.5202mm,51.3439mm,128.5202mm,51.3448mm,127.8202mm,90
R21_PostIsolation2_Isolation2,R0603,TopLayer,269.7989mm,128.5207mm,269.7980mm,128.5207mm,269.7989mm,127.8207mm,90
R21_PostIsolation3_Isolation3,R0603,TopLayer,247.9533mm,128.5207mm,247.9524mm,128.5207mm,247.9533mm,127.8207mm,90
R21_PostIsolation4_Isolation4,R0603,TopLayer,226.1092mm,128.5315mm,226.1083mm,128.5315mm,226.1092mm,127.8315mm,90
R21_PostIsolation5_Isolation5,R0603,TopLayer,204.2636mm,128.5202mm,204.2627mm,128.5202mm,204.2636mm,127.8202mm,90
R21_PostIsolation6_Isolation6,R0603,TopLayer,182.4181mm,128.5202mm,182.4172mm,128.5202mm,182.4181mm,127.8202mm,90
R21_PostIsolation7_Isolation7,R0603,TopLayer,160.5725mm,128.5202mm,160.5716mm,128.5202mm,160.5725mm,127.8202mm,90
R21_PostIsolation8_Isolation8,R0603,TopLayer,138.7270mm,128.5202mm,138.7261mm,128.5202mm,138.7270mm,127.8202mm,90
R21_PostIsolation9_Isolation9,R0603,TopLayer,116.8815mm,128.5202mm,116.8806mm,128.5202mm,116.8815mm,127.8202mm,90
R22_PostIsolation1_Drive1,R0805,TopLayer,290.3519mm,143.0124mm,290.3519mm,143.0124mm,289.5269mm,143.0124mm,0
R22_PostIsolation1_Drive2,R0805,TopLayer,284.8907mm,143.0091mm,284.8907mm,143.0091mm,284.0657mm,143.0091mm,0
R22_PostIsolation1_Drive3,R0805,TopLayer,279.4260mm,143.0091mm,279.4260mm,143.0091mm,278.6010mm,143.0091mm,0
R22_PostIsolation1_Drive4,R0805,TopLayer,273.9706mm,143.0091mm,273.9706mm,143.0091mm,273.1456mm,143.0091mm,0
R22_PostIsolation10_Drive1,R0805,TopLayer,93.7421mm,143.0091mm,93.7421mm,143.0091mm,92.9171mm,143.0091mm,0
R22_PostIsolation10_Drive2,R0805,TopLayer,88.2807mm,143.0091mm,88.2807mm,143.0091mm,87.4557mm,143.0091mm,0
R22_PostIsolation10_Drive3,R0805,TopLayer,82.8193mm,143.0091mm,82.8193mm,143.0091mm,81.9943mm,143.0091mm,0
R22_PostIsolation10_Drive4,R0805,TopLayer,77.3580mm,143.0091mm,77.3580mm,143.0091mm,76.5330mm,143.0091mm,0
R22_PostIsolation11_Drive1,R0805,TopLayer,71.8966mm,143.0091mm,71.8966mm,143.0091mm,71.0716mm,143.0091mm,0
R22_PostIsolation11_Drive2,R0805,TopLayer,66.4352mm,143.0091mm,66.4352mm,143.0091mm,65.6102mm,143.0091mm,0
R22_PostIsolation11_Drive3,R0805,TopLayer,60.9738mm,143.0091mm,60.9738mm,143.0091mm,60.1488mm,143.0091mm,0
R22_PostIsolation11_Drive4,R0805,TopLayer,55.5124mm,143.0091mm,55.5124mm,143.0091mm,54.6874mm,143.0091mm,0
